RT title,imdb_title,year,length,budget,rating,votes,rlow,rmed,rhigh,mpaa_kid,mpaa_adult,Action,Animation,Comedy,Drama,Documentary,Romance,Short,cast1,cast2,cast3
S.W.A.T.,SWAT,2003,117,80000000,5.9,12732,13.5,68.0,23.5,1,0,1,0,0,0,0,0,0,Samuel L. Jackson,Colin Farrell,Michelle Rodriguez
Sabrina,Sabrina,1995,127,58000000,6.1,7547,13.5,68.0,23.5,1,0,0,0,1,1,0,1,0,Humphrey Bogart,Audrey Hepburn,William Holden
Safe Men,Safe Men,1998,88,1000000,6.1,590,13.5,38.0,43.5,1,0,0,0,1,0,0,0,0,Sam Rockwell,Steve Zahn,Paul Giamatti
Sahara,Sahara,1983,111,25000000,3.5,157,43.5,38.0,23.5,1,0,0,0,0,1,0,0,0,Matthew McConaughey,Steve Zahn,Penelope Cruz
Sahara,Sahara,2005,124,130000000,5.8,3004,13.5,48.0,33.5,1,0,1,0,1,0,0,0,0,Matthew McConaughey,Steve Zahn,Penelope Cruz
The Widow of Saint-Pierre (The Widow of St. Pierre) (La veuve de Saint-Pierre),Saint The,1997,116,70000000,5.7,12591,13.5,58.0,23.5,1,0,1,0,0,0,0,1,0,Juliette Binoche,Daniel Auteuil,Emir Kusturica
The Salton Sea,Salton Sea The,2002,107,18000000,7.2,5070,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Val Kilmer,Vincent D'Onofrio,Adam Goldberg
Salvador,Salvador,1986,123,4500000,7.4,2568,13.5,38.0,53.5,1,0,0,0,0,1,0,0,0,James Woods,James Belushi,Michael Murphy
Sankofa,Sankofa,1993,125,1000000,5.9,106,13.5,18.0,73.5,1,0,0,0,0,1,0,0,0,Mutabaruka,Afemo Omilami,Kofi Ghanaba
Santa Claus,Santa Claus,1985,107,50000000,4.7,983,13.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Jose Elias Moreno,Jose Luis Aguirre,Armando Arriola
The Santa Clause 2 - The Mrs. Clause,Santa Clause 2 The,2002,105,60000000,5.8,2616,13.5,68.0,23.5,1,0,0,0,1,0,0,1,0,Tim Allen,Elizabeth Mitchell,David Krumholtz
Savage,Savage,1995,99,5000000,4.1,93,33.5,28.0,19.0,1,0,1,0,0,0,0,0,0,Darren Healy,Nora-Jane Noone,Ryan Andrews
Save the Last Dance,Save the Last Dance,2001,112,13000000,6.1,7613,13.5,48.0,33.5,1,0,0,0,0,1,0,1,0,Julia Stiles,Sean Patrick Thomas,Kerry Washington
Saved!,Saved,2004,92,5000000,7.1,6504,13.5,48.0,53.5,1,0,0,0,1,1,0,0,0,Jena Malone,Mandy Moore,Macaulay Culkin
Saving Private Ryan,Saving Private Ryan,1998,170,70000000,8.3,100267,13.5,28.0,83.5,1,0,1,0,0,1,0,0,0,Tom Hanks,Edward Burns,Tom Sizemore
Saving Silverman (Evil Woman),Saving Silverman,2001,96,22000000,5.4,6684,13.5,48.0,23.5,1,0,0,0,1,0,0,1,0,Jason Biggs,Steve Zahn,Jack Black
Savior,Savior,1998,104,10000000,7.2,1775,13.5,28.0,53.5,1,0,0,0,0,1,0,0,0,Dennis Quaid,Nastassja Kinski,Stellan Skarsgard
Saw II,Saw,2004,100,1200000,7.5,17191,13.5,28.0,63.5,1,0,0,0,0,0,0,0,0,Donnie Wahlberg,Tobin Bell,Shawnee Smith
Say It Isn't So,Say It Isnt So,2001,93,25000000,4.6,3144,23.5,58.0,13.5,1,0,0,0,1,0,0,1,0,Chris Klein,Heather Graham,Orlando Jones
Scanner Cop II (Scanners: The Showdown),Scanner Cop II,1995,95,4000000,3.7,81,33.5,28.0,23.5,1,0,0,0,0,0,0,0,0,Daniel Quinn,Patrick Kilpatrick,Khrystyne Haje
Scarface,Scarface,1983,170,25000000,7.9,28300,13.5,28.0,83.5,1,0,0,0,0,1,0,0,0,Al Pacino,Steven Bauer,Michelle Pfeiffer
The Scarlet Letter,Scarlet Letter The,1995,135,50000000,4.4,2426,23.5,58.0,13.5,1,0,0,0,0,1,0,1,0,Demi Moore,Gary Oldman,Robert Duvall
Scary Movie,Scary Movie,2000,88,19000000,5.5,23293,13.5,48.0,23.5,1,0,0,0,1,0,0,0,0,Shawn Wayans,Marlon Wayans,Cheri Oteri
Scary Movie 2,Scary Movie 2,2001,83,45000000,4.2,12035,33.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Shawn Wayans,Marlon Wayans,Anna Faris
Scary Movie 3,Scary Movie 3,2003,84,45000000,5.3,9225,13.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Anna Faris,Anthony Anderson,Leslie Nielsen
Schindler's List,Schindlers List,1993,195,25000000,8.8,97667,13.5,18.0,83.5,1,0,0,0,0,1,0,0,0,Liam Neeson,Ben Kingsley,Ralph Fiennes
School Daze,School Daze,1988,121,6500000,5.3,955,13.5,48.0,23.5,1,0,0,0,0,1,0,0,0,Laurence Fishburne,Giancarlo Esposito,Tisha Campbell
Scooby-Doo,ScoobyDoo,2002,86,84000000,4.8,9618,23.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard
The Scorpion King,Scorpion King The,2002,92,60000000,5.3,10111,13.5,68.0,13.5,1,0,1,0,0,0,0,0,0,"Dwayne ""The Rock"" Johnson",Steven Brand,Michael Clarke Duncan
Scream,Scream,1996,111,15000000,7,43652,13.5,48.0,53.5,1,0,0,0,0,0,0,0,0,Neve Campbell,Liev Schreiber,Courteney Cox
Scream 2,Scream 2,1997,120,24000000,5.9,21533,13.5,58.0,23.5,1,0,0,0,0,0,0,0,0,David Arquette,Neve Campbell,Courteney Cox
Scream 3,Scream 3,2000,116,40000000,5.4,15403,13.5,58.0,23.5,1,0,0,0,0,0,0,0,0,David Arquette,Neve Campbell,Courteney Cox
Screamers,Screamers,1995,108,11000000,5.6,2725,13.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Bruce Boa,Jason Cavalier,Roy Dupuis
Screen Test,Screen Test,1985,84,1000000,3.3,38,43.5,38.0,9.0,1,0,0,0,1,0,0,0,0,Michael Allan Bloom,Robert Bundy,Paul Leuken
Screwed,Screwed,2000,78,10000000,4.8,1592,13.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Norm Macdonald,Dave Chappelle,Elaine Stritch
Seven (Se7en),Se7en,1995,127,30000000,8.4,88371,13.5,28.0,73.5,1,0,0,0,0,1,0,0,0,Brad Pitt,Morgan Freeman,Gwyneth Paltrow
The Thing Below (Ghost Rig 2: The Legend of the Sea Ghost),Sea Ghost,2004,90,1500000,3.7,10,59.0,39.0,29.0,1,0,0,0,0,0,0,0,0,Billy Warlock,Catherine Lough Haggquist,Colin Lawrence
Seabiscuit,Seabiscuit,2003,141,86000000,7.5,11552,13.5,38.0,63.5,1,0,0,0,0,1,0,0,0,Tobey Maguire,Jeff Bridges,Chris Cooper
Search and Destroy,Search and Destroy,1995,90,4000000,5,402,13.5,48.0,13.5,1,0,0,0,1,1,0,0,0,Griffin Dunne,Illeana Douglas,Dennis Hopper
Secondhand Lions,Secondhand Lions,2003,120,30000000,7.4,5543,13.5,28.0,63.5,1,0,0,0,1,1,0,0,0,Michael Caine,Robert Duvall,Haley Joel Osment
The Secret Life of Girls,Secret Life of Girls The,1999,90,2500000,5,145,13.5,58.0,23.5,1,0,0,0,1,0,0,0,0,Linda Hamilton,Eugene Levy,Majandra Delfino
Secret Window,Secret Window,2004,96,40000000,6.3,13260,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,Johnny Depp,John Turturro,Maria Bello
See Spot Run,See Spot Run,2001,94,16000000,5,1193,13.5,58.0,13.5,1,0,0,0,1,0,0,0,0,David Arquette,Michael Clarke Duncan,Leslie Bibb
Seed Of Chucky,Seed of Chucky,2004,87,12000000,5.1,1342,23.5,38.0,33.5,1,0,0,0,1,0,0,0,0,Brad Dourif,Jennifer Tilly,Billy Boyd
Selena,Selena,1997,127,20000000,6.1,2870,13.5,38.0,43.5,1,0,0,0,0,1,0,0,0,Jennifer Lopez,Edward James Olmos,Rebecca Lee Meza
Sense and Sensibility,Sense and Sensibility,1995,136,16500000,7.7,13904,13.5,28.0,63.5,1,0,0,0,1,1,0,1,0,Emma Thompson,Alan Rickman,Kate Winslet
Sensitive New-Age Killers,Sensitive NewAge Killer,2000,88,1000000,4.2,31,19.0,48.0,13.5,1,0,1,0,0,0,0,0,0,Paul Moder,Kevin Hopkins,Frank Bren
September,September,1987,82,10000000,6.1,918,13.5,58.0,23.5,1,0,0,0,0,1,0,0,0,Denholm Elliott,Dianne Wiest,Mia Farrow
Serendipity,Serendipity,2001,90,28000000,6.6,10795,13.5,48.0,33.5,1,0,0,0,1,0,0,1,0,John Cusack,Kate Beckinsale,Molly Shannon
Serial Mom,Serial Mom,1994,95,13000000,6.3,4750,13.5,58.0,33.5,1,0,0,0,1,0,0,0,0,Kathleen Turner,Sam Waterston,Ricki Lake
The Serpent and the Rainbow,Serpent and the Rainbow The,1988,98,7000000,5.9,2166,13.5,68.0,23.5,1,0,0,0,0,0,0,0,0,Bill Pullman,Cathy Tyson,Zakes Mokae
The Serpent's Kiss,Serpents Kiss The,1997,104,13000000,5.3,368,13.5,58.0,33.5,1,0,0,0,0,1,0,0,0,Ewan McGregor,Greta Scacchi,Pete Postlethwaite
Serpent's Lair,Serpents Lair,1995,90,4000000,4.1,118,33.5,48.0,23.5,1,0,0,0,0,0,0,0,0,Jeff Fahey,Heather Medway,Anthony Palermo
Serving Sara,Serving Sara,2002,99,29000000,4.6,2990,13.5,68.0,13.5,1,0,0,0,1,0,0,1,0,Matthew Perry,Elizabeth Hurley,Bruce Campbell
Session 9,Session 9,2001,97,1500000,6.6,3718,13.5,38.0,53.5,1,0,0,0,0,1,0,0,0,Peter Mullan,David Caruso,Stephen Gevedon
Set It Off,Set It Off,1996,123,9000000,6.1,1619,13.5,38.0,33.5,1,0,1,0,0,1,0,0,0,Jada Pinkett Smith,Queen Latifah,Vivica A. Fox
La Setta (The Devil's Daughter) (Demons 4) (The Sect),Setta La,1991,112,2000000,5.7,184,13.5,48.0,43.5,1,0,0,0,0,0,0,0,0,Michel Hans Adatte,Tomas Arana,Angelika Maria Boeck
Seven Years in Tibet,Seven Years in Tibet,1997,139,70000000,6.6,9426,13.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Brad Pitt,David Thewlis,B.D. Wong
Sgt. Bilko,Sgt Bilko,1996,93,39000000,5.1,3712,13.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Steve Martin,Dan Aykroyd,Phil Hartman
Shade,Shade,2003,101,6800000,6.5,1616,13.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Stuart Townsend,Gabriel Byrne,Thandie Newton
The Shadow Conspiracy,Shadow Conspiracy,1997,103,45000000,4.5,1078,23.5,58.0,13.5,1,0,1,0,0,0,0,0,0,Charlie Sheen,Donald Sutherland,Theodore Bikel
Shadow of the Vampire,Shadow of the Vampire,2000,87,8000000,6.8,8366,13.5,48.0,43.5,1,0,0,0,1,1,0,0,0,John Malkovich,Willem Dafoe,Cary Elwes
Shadows and Fog,Shadows and Fog,1992,85,14000000,6.3,2303,13.5,48.0,23.5,1,0,0,0,1,1,0,0,0,Woody Allen,Mia Farrow,John Malkovich
Shaft,Shaft,2000,99,46000000,6,13742,13.5,68.0,23.5,1,0,1,0,0,0,0,0,0,Samuel L. Jackson,Vanessa L. Williams,Jeffrey Wright
Shakes the Clown,Shakes the Clown,1992,87,1400000,5.5,838,13.5,38.0,43.5,1,0,0,0,1,0,0,0,0,Bobcat Goldthwait,Julie Brown,Tom Kenny
Shakespeare in Love,Shakespeare in Love,1998,122,25000000,7.5,41999,13.5,28.0,53.5,1,0,0,0,1,1,0,1,0,Joseph Fiennes,Gwyneth Paltrow,Geoffrey Rush
Shall We Dance,Shall We Dance,2004,106,40000000,6,3479,13.5,48.0,33.5,1,0,0,0,1,1,0,1,0,Richard Gere,Jennifer Lopez,Susan Sarandon
Shallow Grave,Shallow Grave,1994,93,2500000,7.4,9401,13.5,38.0,63.5,1,0,0,0,0,1,0,0,0,Kerry Fox,Christopher Eccleston,Ewan McGregor
Shallow Hal,Shallow Hal,2001,113,40000000,6.1,13217,13.5,68.0,23.5,1,0,0,0,1,1,0,1,0,Gwyneth Paltrow,Jack Black,Jason Alexander
Shanghai Knights,Shanghai Knights,2003,114,50000000,6.3,7279,13.5,68.0,23.5,1,0,1,0,1,0,0,0,0,Jackie Chan,Owen Wilson,Aaron Taylor-Johnson
Shanghai Noon,Shanghai Noon,2000,110,55000000,6.7,12258,13.5,58.0,33.5,1,0,1,0,1,0,0,0,0,Jackie Chan,Owen Wilson,Lucy Liu
Shanghai Surprise,Shanghai Surprise,1986,97,17000000,2.8,836,63.5,28.0,13.5,1,0,0,0,0,1,0,1,0,Sean Penn,Madonna,Paul Freeman
The Shape Of Things,Shape of Things The,2003,96,4000000,6.9,1816,13.5,48.0,43.5,1,0,0,0,0,1,0,0,0,Gretchen Mol,Paul Rudd,Rachel Weisz
Shark Tale,Shark Tale,2004,90,75000000,5.9,7819,13.5,68.0,23.5,1,0,1,1,1,0,0,0,0,Will Smith,Robert De Niro,Renee Zellweger
Shattered Glass,Shattered Glass,2003,95,6000000,7.5,4108,13.5,38.0,63.5,1,0,0,0,0,1,0,0,0,Hayden Christensen,Peter Sarsgaard,Chloe Sevigny
Shaun of the Dead,Shaun of the Dead,2004,99,4000000,7.9,18685,13.5,28.0,83.5,1,0,0,0,1,0,0,0,0,Simon Pegg,Kate Ashfield,Nick Frost
The Shawshank Redemption,Shawshank Redemption The,1994,142,25000000,9.1,149494,13.5,18.0,84.5,1,0,0,0,0,1,0,0,0,Tim Robbins,Morgan Freeman,Bob Gunton
She's All That,Shes All That,1999,95,10000000,5.5,13070,13.5,48.0,23.5,1,0,0,0,1,0,0,1,0,Freddie Prinze Jr.,Rachael Leigh Cook,Matthew Lillard
She's So Lovely,Shes So Lovely,1997,100,18000000,5.7,2280,13.5,48.0,23.5,1,0,0,0,1,1,0,1,0,Sean Penn,Robin Wright,John Travolta
She's the One,Shes the One,1996,96,3500000,6,3779,13.5,68.0,23.5,1,0,0,0,1,0,0,1,0,Jennifer Aniston,Maxine Bahns,Edward Burns
Sheena,Sheena,1984,117,25000000,4,618,43.5,48.0,13.5,1,0,1,0,0,1,0,0,0,Tanya Roberts,Ted Wass,Donovan Scott
Shelter Island,Shelter Island,2003,82,5000000,3.9,191,43.5,38.0,13.5,1,0,0,0,0,0,0,0,0,Ally Sheedy,Patsy Kensit,Stephen Baldwin
Shine,Shine,1996,105,5500000,7.6,12425,13.5,28.0,53.5,1,0,0,0,0,1,0,1,0,Armin Mueller-Stahl,Noah Taylor,Geoffrey Rush
The Shipping News,Shipping News The,2001,111,35000000,6.9,7695,13.5,48.0,43.5,1,0,0,0,0,1,0,1,0,Kevin Spacey,Julianne Moore,Cate Blanchett
Shock Treatment,Shock Treatment,1981,94,3500000,4.5,572,23.5,18.0,43.5,1,0,0,0,1,0,0,0,0,Cliff De Young,Richard O'Brien,Patricia Quinn
Shooting Fish,Shooting Fish,1997,103,3000000,6.6,2701,13.5,48.0,43.5,1,0,0,0,1,0,0,1,0,Dan Futterman,Stuart Townsend,Kate Beckinsale
A Shot At Glory,Shot at Glory A,2000,114,9000000,6.3,286,13.5,58.0,33.5,1,0,0,0,0,1,0,0,0,Robert Duvall,Michael Keaton,Brian Cox
Showgirls,Showgirls,1995,131,45000000,3.8,11483,53.5,38.0,13.5,1,0,0,0,0,1,0,0,0,Elizabeth Berkley,Gina Gershon,Kyle MacLachlan
Showtime,Showtime,2002,96,85000000,5.5,7689,13.5,68.0,13.5,1,0,1,0,1,0,0,0,0,Robert De Niro,Eddie Murphy,Rene Russo
Shrek 2,Shrek,2001,90,60000000,8,65146,13.5,28.0,73.5,1,0,0,1,1,0,0,1,0,Mike Myers,Eddie Murphy,Cameron Diaz
Shrek 2,Shrek 2,2004,92,75000000,7.8,27236,13.5,28.0,53.5,1,0,0,1,1,0,0,0,0,Mike Myers,Eddie Murphy,Cameron Diaz
The Shrink is In,Shrink Is In The,2001,87,6000000,4.9,319,13.5,48.0,23.5,1,0,0,0,1,0,0,1,0,Courteney Cox,David Arquette,David James Elliott
Sibirskiy tsiryulnik (The Barber of Siberia),Sibirskiy tsiryulnik,1998,275,35000000,7.1,1254,13.5,28.0,63.5,1,0,0,0,0,1,0,1,0,Oleg Menshikov,Julia Ormond,Richard Harris
Sid & Nancy,Sid and Nancy,1986,110,4000000,7,3057,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Gary Oldman,Chloe Webb,David Hayman
Sidewalks of New York,Sidewalks of New York,2001,108,1000000,6.5,1998,13.5,58.0,33.5,1,0,0,0,1,0,0,1,0,Edward Burns,Rosario Dawson,Dennis Farina
Sideways,Sideways,2004,123,16000000,8,17051,13.5,28.0,73.5,1,0,0,0,1,1,0,0,0,Paul Giamatti,Thomas Haden Church,Virginia Madsen
Die Sieger (The Invincibles),Siege The,1998,116,70000000,5.9,9725,13.5,68.0,23.5,1,0,1,0,0,1,0,0,0,Herbert Knaup,Katja Flint,Hansa Czypionka
Signs,Signs,2002,108,72000000,7.1,40285,13.5,38.0,53.5,1,0,0,0,0,1,0,0,0,Mel Gibson,Joaquin Phoenix,Cherry Jones
The Silence of the Lambs,Silence of the Lambs The,1991,118,19000000,8.5,92060,13.5,28.0,73.5,1,0,0,0,0,0,0,0,0,Jodie Foster,Anthony Hopkins,Scott Glenn
Silent Cry,Silent Cry,2002,85,4500000,3.7,39,23.5,28.0,43.5,1,0,0,0,0,1,0,0,0,Emily Woof,Douglas Henshall,Clive Russell
Silent Trigger,Silent Trigger,1996,90,15000000,4.7,432,23.5,58.0,23.5,1,0,1,0,0,1,0,0,0,Dolph Lundgren,Gina Bellman,Conrad Dunn
Il Silenzio dei prosciutti (The Silence of the Hams),Silenzio dei prosciutti Il,1994,81,3000000,3.4,847,43.5,18.0,23.5,1,0,0,0,1,0,0,0,0,Ezio Greggio,Dom DeLuise,Billy Zane
Silmido,Silmido,2003,135,8000000,7.1,409,13.5,48.0,63.5,1,0,1,0,0,1,0,0,0,Seol Gyeong-gu,Ahn Sung-ki,Jun-ho Heo
Silver Bullet,Silver Bullet,1985,95,7000000,5.6,2000,13.5,68.0,23.5,1,0,0,0,0,0,0,0,0,Gary Busey,Corey Haim,Megan Follows
Silverado,Silverado,1985,127,26000000,7,6118,13.5,48.0,53.5,1,0,1,0,0,1,0,0,0,Kevin Kline,Scott Glenn,Kevin Costner
Simon Birch,Simon Birch,1998,113,20000000,6.8,4612,13.5,48.0,53.5,1,0,0,0,1,1,0,0,0,Ian Michael Smith,Joseph Mazzello,Ashley Judd
Deserter,Simon An English Legionnaire,2002,90,3500000,5.7,44,9.0,48.0,43.5,1,0,0,0,0,1,0,0,0,Paul Fox,Tom Hardy,Kate Maberly
A Simple Wish,Simple Wish A,1997,89,28000000,5,423,13.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Martin Short,Mara Wilson,Robert Pastorelli
Simply Irresistible,Simply Irresistible,1999,94,6000000,4.7,3083,23.5,58.0,23.5,1,0,0,0,1,0,0,1,0,Sarah Michelle Gellar,Sean Patrick Flanery,Patricia Clarkson
Sin City,Sin City,2005,124,45500000,8.3,23473,13.5,18.0,84.5,1,0,1,0,0,0,0,0,0,Jessica Alba,Devon Aoki,Alexis Bledel
Sinbad - Legend of the Seven Seas,Sinbad Legend of the Seven Seas,2003,86,60000000,6.5,2340,13.5,58.0,23.5,1,0,0,1,0,0,0,0,0,Brad Pitt,Catherine Zeta-Jones,Michelle Pfeiffer
La sindrome di Stendhal (The Stendhal Syndrome),Sindrome di Stendhal La,1996,113,3800000,5.8,972,13.5,48.0,33.5,1,0,0,0,0,0,0,0,0,Asia Argento,Paolo Bonacelli,Luigi Diberti
The Singing Detective,Singing Detective The,2003,109,10000000,5.3,1184,13.5,48.0,33.5,1,0,0,0,1,1,0,0,0,Robert Downey Jr.,Robin Wright,Mel Gibson
"Six Days, Seven Nights",Six Days Seven Nights,1998,101,70000000,5.6,11112,13.5,78.0,13.5,1,0,1,0,1,0,0,1,0,Harrison Ford,Anne Heche,David Schwimmer
Six-String Samurai,SixString Samurai,1998,91,2000000,6.2,1163,13.5,28.0,53.5,1,0,1,0,0,0,0,0,0,Jeffrey Falcon,Justin Mcguire,Stephane Gauger
Sixteen Candles,Sixteen Candles,1984,93,6500000,6.9,8690,13.5,48.0,53.5,1,0,0,0,1,0,0,1,0,Molly Ringwald,Anthony Michael Hall,Michael Schoeffling
The Sixth Sense,Sixth Sense The,1999,107,55000000,8.2,96987,13.5,28.0,73.5,1,0,0,0,0,1,0,0,0,Bruce Willis,Haley Joel Osment,Toni Collette
Skeletons,Skeletons,1996,87,2200000,5.3,122,13.5,48.0,13.5,1,0,0,0,0,1,0,0,0,Jason Isaacs,Paprika Steen,Andy Buckley
Skeletons In The Closet,Skeletons in the Closet,2000,86,1500000,5.4,239,13.5,38.0,33.5,1,0,0,0,0,1,0,0,0,Treat Williams,Linda Hamilton,Jonathan Jackson
The Skulls,Skulls The,2000,106,15000000,5.3,6530,13.5,68.0,13.5,1,0,0,0,0,1,0,0,0,Joshua Jackson,Paul Walker,Hill Harper
Sky Bandits,Sky Bandits,1986,95,18000000,3.8,29,33.5,28.0,39.0,1,0,1,0,0,0,0,0,0,Scott McGinnis,Jeff Osterhage,Ronald Lacey
Sky Captain and the World of Tomorrow,Sky Captain and the World of Tomorrow,2004,106,40000000,6.5,12579,13.5,48.0,43.5,1,0,1,0,0,0,0,0,0,Gwyneth Paltrow,Jude Law,Angelina Jolie
Slackers,Slackers,2002,86,11000000,4.7,2755,23.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Devon Sawa,Jason Schwartzman,James King
Slam,Slam,1998,100,1000000,7.1,569,13.5,28.0,63.5,1,0,0,0,0,1,0,0,0,Saul Williams,Sonja Sohn,Bonz Malone
Sleepers,Sleepers,1996,147,44000000,7,17896,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Kevin Bacon,Robert De Niro,Dustin Hoffman
The Sleeping Dictionary,Sleeping Dictionary The,2003,109,12000000,6.1,696,13.5,48.0,33.5,1,0,0,0,0,1,0,1,0,Hugh Dancy,Jessica Alba,Brenda Blethyn
Sleepless in Seattle,Sleepless in Seattle,1993,105,21000000,6.7,19224,13.5,48.0,33.5,1,0,0,0,1,1,0,1,0,Tom Hanks,Meg Ryan,Bill Pullman
Sleepover,Sleepover,2004,89,10000000,4.1,733,33.5,28.0,23.5,1,0,0,0,1,0,0,0,0,Alexa Vega,Mika Boorem,Scout Taylor-Compton
Sleepy Hollow,Sleepy Hollow,1999,105,65000000,7.4,38857,13.5,48.0,53.5,1,0,0,0,0,0,0,0,0,Johnny Depp,Christina Ricci,Miranda Richardson
Slums of Beverly Hills,Slums of Beverly Hills,1998,92,5000000,6.4,2914,13.5,48.0,33.5,1,0,0,0,1,1,0,0,0,Natasha Lyonne,Alan Arkin,Marisa Tomei
Small Soldiers,Small Soldiers,1998,110,40000000,5.8,6938,13.5,68.0,23.5,1,0,1,0,1,0,0,0,0,Kirsten Dunst,Gregory Smith,Jay Mohr
Small Time Crooks,Small Time Crooks,2000,94,18000000,6.5,6218,13.5,68.0,23.5,1,0,0,0,1,0,0,1,0,Woody Allen,Tracey Ullman,Hugh Grant
A Smile Like Yours,Smile Like Yours A,1997,98,18000000,4.5,348,23.5,58.0,13.5,1,0,0,0,1,0,0,1,0,Greg Kinnear,Lauren Holly,Joan Cusack
Smilla's Sense of Snow,Smillas Sense of Snow,1997,120,35000000,6.3,3722,13.5,48.0,23.5,1,0,1,0,0,1,0,0,0,Julia Ormond,Gabriel Byrne,Richard Harris
Smoke,Smoke,1995,112,7000000,7.4,8111,13.5,28.0,53.5,1,0,0,0,1,1,0,0,0,William Hurt,Harvey Keitel,Forest Whitaker
Smoke Signals,Smoke Signals,1998,88,2000000,7.2,2665,13.5,28.0,63.5,1,0,0,0,1,1,0,0,0,Adam Beach,Evan Adams,Irene Bedard
Snake Eyes,Snake Eyes,1998,98,73000000,5.7,12091,13.5,68.0,23.5,1,0,0,0,0,0,0,0,0,Nicolas Cage,Gary Sinise,John Heard
Snatch,Snatch,2000,102,10000000,7.9,44785,13.5,28.0,73.5,1,0,0,0,1,0,0,0,0,Benicio Del Toro,Dennis Farina,Vinnie Jones
Snitch,Snitch,1998,90,11000000,6.2,412,13.5,48.0,43.5,1,0,1,0,0,1,0,0,0,"Dwayne ""The Rock"" Johnson",Barry Pepper,Jon Bernthal
Snow Day,Snow Day,2000,89,13000000,4.6,1645,33.5,48.0,13.5,1,0,0,0,1,0,0,1,0,Chris Elliott,Mark Webber,Jean Smart
Snow Dogs,Snow Dogs,2002,99,35000000,5.1,2379,13.5,68.0,13.5,1,0,0,0,1,0,0,0,0,Cuba Gooding Jr.,James Coburn,Sisqo
Snow Falling on Cedars,Snow Falling on Cedars,1999,127,36000000,6.7,4536,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Ethan Hawke,James Cromwell,Richard Jenkins
Sol Goode,Sol Goode,2001,99,3000000,5.4,291,13.5,38.0,23.5,1,0,0,0,1,0,0,0,0,Balthazar Getty,Katharine Towne,Jason Bateman
Solar Crisis,Solar Crisis,1990,112,55000000,3.9,377,43.5,38.0,13.5,1,0,0,0,0,0,0,0,0,Charlton Heston,Jack Palance,Tim Matheson
Solaris,Solaris,2002,99,47000000,6.3,11808,13.5,38.0,33.5,1,0,0,0,0,1,0,1,0,George Clooney,Natascha McElhone,Jeremy Davies
Soldier,Soldier,1998,98,75000000,5.2,5590,13.5,48.0,23.5,1,0,1,0,0,0,0,0,0,Kurt Russell,Jason Scott Lee,Connie Nielsen
Solitaire for 2,Solitaire for 2,1995,106,1500000,4.8,122,13.5,38.0,43.5,1,0,0,0,1,0,0,1,0,Amanda Pays,Mark Frankel,Roshan Seth
Someone Like You,Someone Like You,2001,97,23000000,5.7,4249,13.5,68.0,23.5,1,0,0,0,1,0,0,1,0,Ashley Judd,Greg Kinnear,Hugh Jackman
Something Wicked This Way Comes,Something Wicked This Way Comes,1983,95,19000000,6.5,1302,13.5,58.0,33.5,1,0,0,0,0,0,0,0,0,Jason Robards,Jonathan Pryce,Diane Ladd
Sometimes They Come Back... Again,Sometimes They Come Back Again,1996,98,3000000,2.9,630,63.5,18.0,13.5,1,0,0,0,0,0,0,0,0,Alexis Arquette,Hilary Swank,Michael Gross
Sometimes They Come Back for More,Sometimes They Come Back for More,1999,89,2000000,2.8,321,53.5,28.0,13.5,1,0,0,0,0,0,0,0,0,Clayton Rohner,Faith Ford,Damian Chapa
Somewhere in Time,Somewhere in Time,1980,103,5100000,6.8,3837,13.5,38.0,63.5,1,0,0,0,0,1,0,1,0,Christopher Reeve,Jane Seymour,Christopher Plummer
Seventh Son,Son,2002,125,2000000,4.2,33,33.5,28.0,33.5,1,0,0,0,1,1,0,0,0,Jeff Bridges,Julianne Moore,Ben Barnes
Son of the Mask,Son of the Mask,2005,94,74000000,1.9,1785,83.5,18.0,13.5,1,0,1,0,1,0,0,0,0,Jamie Kennedy,Alan Cumming,Liam Falconer
Songcatcher,Songcatcher,2000,109,1800000,7.2,927,13.5,28.0,53.5,1,0,0,0,0,1,0,0,0,Janet McTeer,Aidan Quinn,Pat Carroll
Sorority Boys,Sorority Boys,2002,93,12000000,5.1,2398,13.5,48.0,13.5,1,0,0,0,1,0,0,0,0,Heather Matarazzo,Harland Williams,Yvonne Scio
Soul Assassin,Soul Assassin,2001,96,7000000,4,376,23.5,28.0,33.5,1,0,1,0,0,0,0,0,0,Derek de Lint,Kristy Swanson,Skeet Ulrich
