RT_title,cast1,cast2,cast3,length,budget,imdb_rating,imdb_votes,rlow,rmed,rhigh,Action,Animation,Comedy,Drama,Documentary,Romance,RT_aud_score,RT_crit_score,RT_year,num_month,num_day,num_year,num_gross,mpaa_kid,mpaa_adult,Holiday,DayOfWeek
Scarface,Al Pacino,Steven Bauer,Michelle Pfeiffer,170,25000000,7.9,28300,13.5,28.0,83.5,0,0,0,1,0,0,94,88,1983,12,9,1983,44942821,0,1,0,4
The Scarlet Letter,Demi Moore,Gary Oldman,Robert Duvall,135,50000000,4.4,2426,23.5,58.0,13.5,0,0,0,1,0,1,42,14,1995,10,13,1995,10359006,0,1,0,4
Scary Movie,Shawn Wayans,Marlon Wayans,Cheri Oteri,88,19000000,5.5,23293,13.5,48.0,23.5,0,0,1,0,0,0,43,54,2000,7,7,2000,157019771,0,1,0,4
Scary Movie 2,Shawn Wayans,Marlon Wayans,Anna Faris,83,45000000,4.2,12035,33.5,58.0,13.5,0,0,1,0,0,0,53,15,2001,7,4,2001,71277420,0,1,1,2
Scary Movie 3,Anna Faris,Anthony Anderson,Leslie Nielsen,84,45000000,5.3,9225,13.5,58.0,13.5,0,0,1,0,0,0,55,36,2003,10,24,2003,110000082,1,0,0,4
Schindler's List,Liam Neeson,Ben Kingsley,Ralph Fiennes,195,25000000,8.8,97667,13.5,18.0,83.5,0,0,0,1,0,0,97,97,1993,12,15,1993,96067179,0,1,0,2
School Daze,Laurence Fishburne,Giancarlo Esposito,Tisha Campbell,121,6250000,5.3,955,13.5,48.0,23.5,0,0,0,1,0,0,82,58,1988,2,12,1988,14545844,0,1,0,4
Scooby-Doo,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard,86,84000000,4.8,9618,23.5,58.0,13.5,0,0,1,0,0,0,37,30,2002,6,14,2002,153294164,1,0,0,4
The Score,Robert De Niro,Edward Norton,Marlon Brando,124,68000000,6.8,16106,13.5,58.0,33.5,0,0,0,1,0,0,67,73,2001,7,13,2001,71069884,0,1,0,4
The Scorpion King,"Dwayne ""The Rock"" Johnson",Steven Brand,Michael Clarke Duncan,92,60000000,5.3,10111,13.5,68.0,13.5,1,0,0,0,0,0,38,41,2002,4,19,2002,90580000,1,0,0,4
Scream,Neve Campbell,Liev Schreiber,Courteney Cox,111,15000000,7.0,43652,13.5,48.0,53.5,0,0,0,0,0,0,78,80,1996,12,20,1996,103046663,0,1,0,4
Scream 2,David Arquette,Neve Campbell,Courteney Cox,120,24000000,5.9,21533,13.5,58.0,23.5,0,0,0,0,0,0,55,81,1997,12,12,1997,101363301,0,1,0,4
Scream 3,David Arquette,Neve Campbell,Courteney Cox,116,40000000,5.4,15403,13.5,58.0,23.5,0,0,0,0,0,0,38,36,2000,2,4,2000,89138076,0,1,0,4
Screwed,Norm Macdonald,Dave Chappelle,Elaine Stritch,78,11000000,4.8,1592,13.5,58.0,13.5,0,0,1,0,0,0,48,13,2000,5,12,2000,6982680,1,0,0,4
Seven (Se7en),Brad Pitt,Morgan Freeman,Gwyneth Paltrow,127,30000000,8.4,88371,13.5,28.0,73.5,0,0,0,1,0,0,95,84,1995,9,22,1995,100125643,0,1,0,4
Seabiscuit,Tobey Maguire,Jeff Bridges,Chris Cooper,141,86000000,7.5,11552,13.5,38.0,63.5,0,0,0,1,0,0,76,77,2003,7,25,2003,120277854,1,0,0,4
Secondhand Lions,Michael Caine,Robert Duvall,Haley Joel Osment,120,30000000,7.4,5543,13.5,28.0,63.5,0,0,1,1,0,0,84,59,2003,9,19,2003,42070939,1,0,0,4
Secret Window,Johnny Depp,John Turturro,Maria Bello,96,40000000,6.3,13260,13.5,68.0,23.5,0,0,0,1,0,0,66,47,2004,3,12,2004,47958031,1,0,0,4
Secrets & Lies,Brenda Blethyn,Marianne Jean-Baptiste,Phyllis Logan,136,4500000,7.9,7747,13.5,28.0,73.5,0,0,1,1,0,0,92,94,1996,9,28,1996,13417292,0,1,0,5
See Spot Run,David Arquette,Michael Clarke Duncan,Leslie Bibb,94,16000000,5.0,1193,13.5,58.0,13.5,0,0,1,0,0,0,45,23,2001,3,2,2001,33357476,1,0,0,4
Seed Of Chucky,Brad Dourif,Jennifer Tilly,Billy Boyd,87,20500000,5.1,1342,23.5,38.0,33.5,0,0,1,0,0,0,40,32,2004,11,12,2004,17016190,0,1,1,4
Selena,Jennifer Lopez,Edward James Olmos,Rebecca Lee Meza,127,20000000,6.1,2870,13.5,38.0,43.5,0,0,0,1,0,0,77,64,1997,3,21,1997,35450113,1,0,0,4
Sense and Sensibility,Emma Thompson,Alan Rickman,Kate Winslet,136,16500000,7.7,13904,13.5,28.0,63.5,0,0,1,1,0,1,90,98,1995,12,11,1995,42993774,1,0,0,0
Serendipity,John Cusack,Kate Beckinsale,Molly Shannon,90,28000000,6.6,10795,13.5,48.0,33.5,0,0,1,0,0,1,79,58,2001,10,5,2001,50255310,1,0,0,4
Serial Mom,Kathleen Turner,Sam Waterston,Ricki Lake,95,13000000,6.3,4750,13.5,58.0,33.5,0,0,1,0,0,0,72,60,1994,4,13,1994,7881335,0,1,0,2
Serving Sara,Matthew Perry,Elizabeth Hurley,Bruce Campbell,99,29000000,4.6,2990,13.5,68.0,13.5,0,0,1,0,0,1,27,5,2002,8,23,2002,16930185,1,0,0,4
Session 9,Peter Mullan,David Caruso,Stephen Gevedon,97,1500000,6.6,3718,13.5,38.0,53.5,0,0,0,1,0,0,65,63,2001,8,10,2001,378176,0,1,0,4
Set It Off,Jada Pinkett Smith,Queen Latifah,Vivica A. Fox,123,9000000,6.1,1619,13.5,38.0,33.5,1,0,0,1,0,0,90,63,1996,11,6,1996,36049108,0,1,0,2
Seven Years in Tibet,Brad Pitt,David Thewlis,B.D. Wong,139,70000000,6.6,9426,13.5,48.0,33.5,0,0,0,1,0,0,74,61,1997,10,8,1997,37945884,1,0,0,2
Sgt. Bilko,Steve Martin,Dan Aykroyd,Phil Hartman,93,39000000,5.1,3712,13.5,58.0,13.5,0,0,1,0,0,0,47,32,1996,3,29,1996,30356589,1,0,0,4
Shade,Stuart Townsend,Gabriel Byrne,Thandie Newton,101,6800000,6.5,1616,13.5,48.0,33.5,0,0,0,1,0,0,59,67,2003,4,9,2004,25032,0,1,0,4
Shadow of the Vampire,John Malkovich,Willem Dafoe,Cary Elwes,87,8000000,6.8,8366,13.5,48.0,43.5,0,0,1,1,0,0,74,81,2000,12,29,2000,8279017,0,1,0,4
The Shadow,Alec Baldwin,John Lone,Penelope Ann Miller,108,40000000,5.2,3386,13.5,48.0,13.5,1,0,0,0,0,0,45,36,1994,7,1,1994,31835600,1,0,0,4
Shaft,Samuel L. Jackson,Vanessa L. Williams,Jeffrey Wright,99,49506469,6.0,13742,13.5,68.0,23.5,1,0,0,0,0,0,41,68,2000,6,16,2000,70327868,0,1,0,4
Shakespeare in Love,Joseph Fiennes,Gwyneth Paltrow,Geoffrey Rush,122,25500000,7.5,41999,13.5,28.0,53.5,0,0,1,1,0,1,80,92,1998,12,11,1998,100317794,0,1,0,4
Shall We Dance,Richard Gere,Jennifer Lopez,Susan Sarandon,106,40000000,6.0,3479,13.5,48.0,33.5,0,0,1,1,0,1,57,46,2004,10,15,2004,57887882,1,0,0,4
Shallow Hal,Gwyneth Paltrow,Jack Black,Jason Alexander,113,40000000,6.1,13217,13.5,68.0,23.5,0,0,1,1,0,1,46,51,2001,11,9,2001,70836296,1,0,1,4
Shanghai Knights,Jackie Chan,Owen Wilson,Aaron Taylor-Johnson,114,50000000,6.3,7279,13.5,68.0,23.5,1,0,1,0,0,0,54,66,2003,2,7,2003,60470220,1,0,0,4
Shanghai Noon,Jackie Chan,Owen Wilson,Lucy Liu,110,55000000,6.7,12258,13.5,58.0,33.5,1,0,1,0,0,0,65,79,2000,5,26,2000,56932305,1,0,0,4
Shanghai Surprise,Sean Penn,Madonna,Paul Freeman,97,17000000,2.8,836,63.5,28.0,13.5,0,0,0,1,0,1,15,14,1986,8,29,1986,2315000,1,0,0,4
Shark Tale,Will Smith,Robert De Niro,Renee Zellweger,90,75000000,5.9,7819,13.5,68.0,23.5,1,1,1,0,0,0,50,36,2004,10,1,2004,161412000,1,0,0,4
Shattered Glass,Hayden Christensen,Peter Sarsgaard,Chloe Sevigny,95,6000000,7.5,4108,13.5,38.0,63.5,0,0,0,1,0,0,79,91,2003,10,31,2003,2207975,1,0,0,4
Shaun of the Dead,Simon Pegg,Kate Ashfield,Nick Frost,99,4500000,7.9,18685,13.5,28.0,83.5,0,0,1,0,0,0,93,91,2004,9,24,2004,13542874,0,1,0,4
The Shawshank Redemption,Tim Robbins,Morgan Freeman,Bob Gunton,142,25000000,9.1,149494,13.5,18.0,84.5,0,0,0,1,0,0,99,90,1994,9,23,1994,28241469,0,1,0,4
She's All That,Freddie Prinze Jr.,Rachael Leigh Cook,Matthew Lillard,95,10000000,5.5,13070,13.5,48.0,23.5,0,0,1,0,0,1,56,38,1999,1,29,1999,63465522,1,0,0,4
She's the One,Jennifer Aniston,Maxine Bahns,Edward Burns,96,3500000,6.0,3779,13.5,68.0,23.5,0,0,1,0,0,1,41,59,1996,8,23,1996,9482579,0,1,0,4
Sheena,Tanya Roberts,Ted Wass,Donovan Scott,117,25000000,4.0,618,43.5,48.0,13.5,1,0,0,1,0,0,33,38,1984,8,17,1984,5778353,1,0,0,4
Shine,Armin Mueller-Stahl,Noah Taylor,Geoffrey Rush,105,5500000,7.6,12425,13.5,28.0,53.5,0,0,0,1,0,1,90,91,1996,11,22,1996,35811509,1,0,0,4
The Shining,Jack Nicholson,Shelley Duvall,Danny Lloyd,146,19000000,8.3,50908,13.5,28.0,73.5,0,0,0,0,0,0,93,92,1980,5,23,1980,44017374,0,1,0,4
The Shipping News,Kevin Spacey,Julianne Moore,Cate Blanchett,111,35000000,6.9,7695,13.5,48.0,43.5,0,0,0,1,0,1,63,55,2001,12,25,2001,11405825,0,1,1,1
Shooting Fish,Dan Futterman,Stuart Townsend,Kate Beckinsale,103,3500000,6.6,2701,13.5,48.0,43.5,0,0,1,0,0,1,78,57,1997,5,1,1998,302204,1,0,0,4
Showgirls,Elizabeth Berkley,Gina Gershon,Kyle MacLachlan,131,42500000,3.8,11483,53.5,38.0,13.5,0,0,0,1,0,0,36,17,1995,9,22,1995,20350754,0,1,0,4
Showtime,Robert De Niro,Eddie Murphy,Rene Russo,96,85000000,5.5,7689,13.5,68.0,13.5,1,0,1,0,0,0,25,25,2002,3,15,2002,37948765,1,0,0,4
Shrek,Mike Myers,Eddie Murphy,Cameron Diaz,90,55000000,8.0,65146,13.5,28.0,73.5,0,1,1,0,0,1,90,88,2001,5,18,2001,267655011,1,0,0,4
Shrek 2,Mike Myers,Eddie Murphy,Cameron Diaz,92,72500000,7.8,27236,13.5,28.0,53.5,0,1,1,0,0,0,69,89,2004,5,19,2004,441226247,1,0,0,2
Sideways,Paul Giamatti,Thomas Haden Church,Virginia Madsen,123,16500000,8.0,17051,13.5,28.0,73.5,0,0,1,1,0,0,78,96,2004,10,22,2004,71502303,0,1,0,4
The Siege,Denzel Washington,Annette Bening,Bruce Willis,116,70000000,5.9,9725,13.5,68.0,23.5,1,0,0,1,0,0,54,45,1998,11,6,1998,40934175,0,1,0,4
Signs,Mel Gibson,Joaquin Phoenix,Cherry Jones,108,71351309,7.1,40285,13.5,38.0,53.5,0,0,0,1,0,0,67,74,2002,8,2,2002,227965690,1,0,0,4
The Silence of the Lambs,Jodie Foster,Anthony Hopkins,Scott Glenn,118,19500000,8.5,92060,13.5,28.0,73.5,0,0,0,0,0,0,95,94,1991,2,14,1991,130726716,0,1,0,3
Silver Bullet,Gary Busey,Corey Haim,Megan Follows,95,7000000,5.6,2000,13.5,68.0,23.5,0,0,0,0,0,0,56,50,1985,10,11,1985,10803211,0,1,0,4
Silverado,Kevin Kline,Scott Glenn,Kevin Costner,127,26000000,7.0,6118,13.5,48.0,53.5,1,0,0,1,0,0,81,76,1985,7,10,1985,33200000,1,0,0,2
Simon Birch,Ian Michael Smith,Joseph Mazzello,Ashley Judd,113,20000000,6.8,4612,13.5,48.0,53.5,0,0,1,1,0,0,77,44,1998,9,11,1998,18253415,1,0,0,4
A Simple Plan,Bill Paxton,Billy Bob Thornton,Brent Briscoe,121,17000000,7.6,15398,13.5,38.0,53.5,0,0,0,1,0,0,81,90,1998,12,11,1998,16316273,0,1,0,4
A Simple Wish,Martin Short,Mara Wilson,Robert Pastorelli,89,28000000,5.0,423,13.5,58.0,13.5,0,0,1,0,0,0,42,27,1997,7,11,1997,8165213,1,0,0,4
Simply Irresistible,Sarah Michelle Gellar,Sean Patrick Flanery,Patricia Clarkson,94,6000000,4.7,3083,23.5,58.0,23.5,0,0,1,0,0,1,55,13,1999,2,5,1999,4398989,1,0,0,4
Sin City,Jessica Alba,Devon Aoki,Alexis Bledel,124,42750000,8.3,23473,13.5,18.0,84.5,1,0,0,0,0,0,78,78,2005,4,1,2005,74103820,0,1,0,4
Sinbad - Legend of the Seven Seas,Brad Pitt,Catherine Zeta-Jones,Michelle Pfeiffer,86,60000000,6.5,2340,13.5,58.0,23.5,0,1,0,0,0,0,57,45,2003,7,2,2003,26483452,1,0,1,2
The Singing Detective,Robert Downey Jr.,Robin Wright,Mel Gibson,109,9000000,5.3,1184,13.5,48.0,33.5,0,0,1,1,0,0,41,39,2003,10,24,2003,336456,0,1,0,4
"Six Days, Seven Nights",Harrison Ford,Anne Heche,David Schwimmer,101,75000000,5.6,11112,13.5,78.0,13.5,1,0,1,0,0,1,36,36,1998,6,12,1998,74339294,1,0,1,4
Six-String Samurai,Jeffrey Falcon,Justin Mcguire,Stephane Gauger,91,2000000,6.2,1163,13.5,28.0,53.5,1,0,0,0,0,0,77,60,1998,9,18,1998,134624,1,0,0,4
The Sixth Sense,Bruce Willis,Haley Joel Osment,Toni Collette,107,47500000,8.2,96987,13.5,28.0,73.5,0,0,0,1,0,0,89,85,1999,8,6,1999,293506292,1,0,0,4
The Skulls,Joshua Jackson,Paul Walker,Hill Harper,106,15000000,5.3,6530,13.5,68.0,13.5,0,0,0,1,0,0,44,9,2000,3,31,2000,35007180,1,0,0,4
Sky Captain and the World of Tomorrow,Gwyneth Paltrow,Jude Law,Angelina Jolie,106,55000000,6.5,12579,13.5,48.0,43.5,1,0,0,0,0,0,46,72,2004,9,17,2004,37760080,1,0,0,4
Slackers,Devon Sawa,Jason Schwartzman,James King,86,11000000,4.7,2755,23.5,58.0,13.5,0,0,1,0,0,0,52,10,2002,2,1,2002,4814244,0,1,0,4
Slam,Saul Williams,Sonja Sohn,Bonz Malone,100,1000000,7.1,569,13.5,28.0,63.5,0,0,0,1,0,0,85,62,1998,10,9,1998,1009819,0,1,0,4
Sleepers,Kevin Bacon,Robert De Niro,Dustin Hoffman,147,44000000,7.0,17896,13.5,48.0,53.5,0,0,0,1,0,0,85,74,1996,10,18,1996,53300852,0,1,0,4
Sleepover,Alexa Vega,Mika Boorem,Scout Taylor-Compton,89,10000000,4.1,733,33.5,28.0,23.5,0,0,1,0,0,0,55,15,2004,7,9,2004,9408183,1,0,0,4
Sleepy Hollow,Johnny Depp,Christina Ricci,Miranda Richardson,105,67500000,7.4,38857,13.5,48.0,53.5,0,0,0,0,0,0,81,67,1999,11,19,1999,101068340,0,1,0,4
Slums of Beverly Hills,Natasha Lyonne,Alan Arkin,Marisa Tomei,92,5000000,6.4,2914,13.5,48.0,33.5,0,0,1,1,0,0,68,80,1998,8,14,1998,5502773,0,1,0,4
Small Soldiers,Kirsten Dunst,Gregory Smith,Jay Mohr,110,40000000,5.8,6938,13.5,68.0,23.5,1,0,1,0,0,0,44,47,1998,7,10,1998,55143823,1,0,0,4
Small Time Crooks,Woody Allen,Tracey Ullman,Hugh Grant,94,18000000,6.5,6218,13.5,68.0,23.5,0,0,1,0,0,1,57,67,2000,5,19,2000,17266359,1,0,0,4
Smilla's Sense of Snow,Julia Ormond,Gabriel Byrne,Richard Harris,120,35000000,6.3,3722,13.5,48.0,23.5,1,0,0,1,0,0,59,52,1997,2,28,1997,2221994,0,1,0,4
Smoke Signals,Adam Beach,Evan Adams,Irene Bedard,88,2000000,7.2,2665,13.5,28.0,63.5,0,0,1,1,0,0,82,86,1998,6,26,1998,6719300,1,0,0,4
Snake Eyes,Nicolas Cage,Gary Sinise,John Heard,98,73000000,5.7,12091,13.5,68.0,23.5,0,0,0,0,0,0,35,40,1998,8,7,1998,55591409,0,1,0,4
Snatch,Benicio Del Toro,Dennis Farina,Vinnie Jones,102,10000000,7.9,44785,13.5,28.0,73.5,0,0,1,0,0,0,94,73,2001,12,8,2000,30093107,0,1,0,4
Snow Day,Chris Elliott,Mark Webber,Jean Smart,89,13000000,4.6,1645,33.5,48.0,13.5,0,0,1,0,0,1,27,28,2000,2,11,2000,60008303,1,0,0,4
Snow Dogs,Cuba Gooding Jr.,James Coburn,Sisqo,99,33500000,5.1,2379,13.5,68.0,13.5,0,0,1,0,0,0,40,24,2002,1,18,2002,81150692,1,0,0,4
Snow Falling on Cedars,Ethan Hawke,James Cromwell,Richard Jenkins,127,36000000,6.7,4536,13.5,48.0,53.5,0,0,0,1,0,0,68,40,1999,12,24,1999,14378353,1,0,1,4
Soldier,Kurt Russell,Jason Scott Lee,Connie Nielsen,98,75000000,5.2,5590,13.5,48.0,23.5,1,0,0,0,0,0,43,10,1998,10,23,1998,14623082,0,1,0,4
Someone Like You,Ashley Judd,Greg Kinnear,Hugh Jackman,97,23000000,5.7,4249,13.5,68.0,23.5,0,0,1,0,0,1,58,43,2001,3,30,2001,27338033,1,0,0,4
Somewhere in Time,Christopher Reeve,Jane Seymour,Christopher Plummer,103,5100000,6.8,3837,13.5,38.0,63.5,0,0,0,1,0,1,89,59,1980,10,3,1980,9709597,1,0,0,4
Son of the Mask,Jamie Kennedy,Alan Cumming,Liam Falconer,94,87000000,1.9,1785,83.5,18.0,13.5,1,0,1,0,0,0,16,6,2005,2,18,2005,17018422,1,0,0,4
Songcatcher,Janet McTeer,Aidan Quinn,Pat Carroll,109,1800000,7.2,927,13.5,28.0,53.5,0,0,0,1,0,0,78,74,2000,6,15,2001,3050934,1,0,1,4
Sorority Boys,Heather Matarazzo,Harland Williams,Yvonne Scio,93,12000000,5.1,2398,13.5,48.0,13.5,0,0,1,0,0,0,54,13,2002,3,22,2002,10198766,0,1,0,4
Soul Food,Vanessa L. Williams,Vivica A. Fox,Nia Long,114,7500000,6.5,1166,13.5,48.0,43.5,0,0,1,1,0,0,86,80,1997,9,26,1997,43492389,0,1,0,4
Soul Plane,Kevin Hart,Tom Arnold,Method Man,92,16000000,3.2,2361,43.5,18.0,23.5,0,0,1,0,0,0,52,18,2004,5,28,2004,13922211,0,1,0,4
"South Park: Bigger, Longer and Uncut",Trey Parker,Matt Stone,Mary Kay Bergman,81,21000000,7.6,33188,13.5,28.0,63.5,0,1,1,0,0,0,88,81,1999,6,30,1999,52037603,0,1,0,2
Space Cowboys,Clint Eastwood,Tommy Lee Jones,Donald Sutherland,130,65000000,6.4,11887,13.5,68.0,23.5,0,0,0,1,0,0,52,78,2000,8,4,2000,90454043,1,0,0,4
Space Jam,Michael Jordan,Charles Barkley,Wayne Knight,87,80000000,5.2,7995,13.5,68.0,13.5,0,1,1,0,0,0,63,35,1996,11,15,1996,90463534,1,0,0,4
Spaceballs,Mel Brooks,John Candy,Rick Moranis,96,22700000,6.7,20054,13.5,48.0,43.5,0,0,1,0,0,0,83,54,1987,6,24,1987,38119483,1,0,0,2
Spaced Invaders,Douglas Barr,Royal Dano,Ariana Richards,100,3000000,4.5,612,23.5,38.0,23.5,0,0,1,0,0,0,50,8,1990,4,27,1990,15000000,1,0,0,4
Spanglish,Adam Sandler,Tea Leoni,Paz Vega,130,77500000,6.7,4698,13.5,48.0,53.5,0,0,1,1,0,1,61,53,2004,12,17,2004,42044321,1,0,0,4
Spawn,John Leguizamo,Michael Jai White,Martin Sheen,98,40000000,4.6,7523,33.5,58.0,13.5,1,0,0,0,0,0,37,19,1997,7,31,1997,54979992,1,0,0,3
The Specialist,Sylvester Stallone,Sharon Stone,James Woods,110,45000000,4.7,6602,23.5,68.0,13.5,1,0,0,1,0,0,29,4,1994,10,7,1994,57362581,0,1,0,4
Species,Ben Kingsley,Michael Madsen,Alfred Molina,108,35000000,5.4,8963,13.5,68.0,13.5,1,0,0,1,0,0,31,35,1995,7,7,1995,60054449,0,1,0,4
Speed,Keanu Reeves,Dennis Hopper,Sandra Bullock,116,29000000,7.1,32979,13.5,48.0,43.5,1,0,0,0,0,0,75,93,1994,6,10,1994,121248145,0,1,0,4
Speed 2 - Cruise Control,Sandra Bullock,Jason Patric,Willem Dafoe,121,110000000,3.3,13268,53.5,38.0,13.5,1,0,0,0,0,1,16,3,1997,6,13,1997,48097081,1,0,0,4
Spider-Man,Tobey Maguire,Willem Dafoe,Kirsten Dunst,121,139000000,7.4,63228,13.5,48.0,53.5,1,0,0,0,0,0,67,89,2002,5,3,2002,403706375,1,0,0,4
Spider-Man,Tobey Maguire,Willem Dafoe,Kirsten Dunst,121,74500000,7.4,63228,13.5,48.0,53.5,1,0,0,0,0,0,67,89,2002,2,28,2003,1641788,1,0,0,4
Spider-Man 2,Tobey Maguire,Kirsten Dunst,James Franco,127,200000000,7.9,40256,13.5,28.0,73.5,1,0,0,0,0,0,81,94,2004,6,30,2004,373524485,1,0,0,2
Spirit - Stallion of the Cimarron,Matt Damon,James Cromwell,Daniel Studi,86,80000000,6.4,2738,13.5,48.0,33.5,0,1,0,0,0,0,76,69,2002,5,24,2002,73215310,1,0,0,4
Splash,Tom Hanks,Daryl Hannah,John Candy,111,8000000,6.3,9428,13.5,68.0,23.5,0,0,1,0,0,1,58,92,1984,3,9,1984,62599495,1,0,0,4
The Spongebob Squarepants Movie,Tom Kenny,Bill Fagerbakke,Rodger Bumpass,90,30000000,6.5,2672,13.5,48.0,43.5,0,1,1,0,0,0,76,68,2004,11,19,2004,85416609,1,0,0,4
Spun,Jason Schwartzman,John Leguizamo,Mena Suvari,106,3650000,6.2,3924,13.5,48.0,33.5,0,0,1,1,0,0,75,37,2002,3,14,2003,410241,0,1,0,4
Spy Game,Robert Redford,Brad Pitt,Catherine McCormack,126,91000000,7.0,16736,13.5,48.0,43.5,1,0,0,1,0,0,76,66,2001,11,21,2001,62362560,0,1,1,2
Spy Hard,Leslie Nielsen,Nicollette Sheridan,Charles Durning,81,18000000,4.5,4686,23.5,58.0,13.5,1,0,1,0,0,0,33,8,1996,5,24,1996,26936265,1,0,0,4
Spy Kids,Antonio Banderas,Carla Gugino,Alexa Vega,88,35000000,6.2,7400,13.5,58.0,23.5,1,0,1,0,0,0,44,93,2001,3,30,2001,112692062,1,0,0,4
Spy Kids 2: The Island of Lost Dreams,Antonio Banderas,Carla Gugino,Alexa Vega,99,38500000,5.8,3175,13.5,68.0,23.5,1,0,1,0,0,0,37,74,2002,8,7,2002,85846296,1,0,0,2
Spy Kids 3-D - Game Over,Antonio Banderas,Carla Gugino,Alexa Vega,84,39500000,4.7,2597,23.5,58.0,13.5,1,0,1,0,0,0,24,45,2003,7,25,2003,111760631,1,0,0,4
Stand by Me,Wil Wheaton,River Phoenix,Corey Feldman,89,8000000,8.0,30805,13.5,28.0,73.5,0,0,0,1,0,0,92,91,1986,8,8,1986,52287414,0,1,0,4
Star Trek III - The Search for Spock,William Shatner,Leonard Nimoy,DeForest Kelley,105,17500000,6.2,9808,13.5,68.0,23.5,1,0,0,0,0,0,61,78,1984,6,1,1984,76471046,1,0,0,4
Star Trek IV - The Voyage Home,William Shatner,Leonard Nimoy,DeForest Kelley,136,24500000,7.1,11647,13.5,48.0,53.5,0,0,1,0,0,0,81,85,1986,11,26,1986,109713132,1,0,1,2
Star Trek V - The Final Frontier,William Shatner,Leonard Nimoy,DeForest Kelley,107,28900000,4.8,9215,23.5,68.0,13.5,1,0,0,0,0,0,25,21,1989,6,9,1989,52210049,1,0,0,4
Star Trek VI - The Undiscovered Country,William Shatner,Leonard Nimoy,DeForest Kelley,113,28500000,6.9,10367,13.5,48.0,53.5,1,0,0,0,0,0,83,83,1991,12,6,1991,74888996,1,0,0,4
Star Trek - First Contact,Patrick Stewart,Jonathan Frakes,Brent Spiner,106,45500000,7.3,25046,13.5,28.0,63.5,1,0,0,0,0,0,89,92,1996,11,22,1996,92027888,1,0,0,4
Star Trek Generations,Patrick Stewart,William Shatner,Malcolm McDowell,118,36500000,6.2,12651,13.5,68.0,23.5,1,0,0,1,0,0,58,47,1994,11,18,1994,75671262,1,0,0,4
Star Trek - Insurrection,Patrick Stewart,Jonathan Frakes,Brent Spiner,103,64000000,6.3,13395,13.5,58.0,23.5,1,0,0,1,0,1,45,55,1998,12,11,1998,70187658,1,0,0,4
Star Trek - Nemesis,Patrick Stewart,Brent Spiner,LeVar Burton,116,65000000,6.5,11785,13.5,48.0,33.5,1,0,0,1,0,0,51,37,2002,12,13,2002,43254409,1,0,0,4
Star Trek II - The Wrath of Khan,William Shatner,Leonard Nimoy,DeForest Kelley,116,11500000,7.6,16333,13.5,28.0,53.5,1,0,0,0,0,0,90,90,1982,6,4,1982,79912963,1,0,0,4
Star Wars: Episode I - The Phantom Menace,Ewan McGregor,Liam Neeson,Natalie Portman,133,115000000,6.4,84488,13.5,38.0,33.5,1,0,0,0,0,0,61,57,1999,5,19,1999,474544677,1,0,0,2
Star Wars: Episode V - The Empire Strikes Back,Mark Hamill,Harrison Ford,Carrie Fisher,129,20500000,8.8,103706,13.5,18.0,83.5,1,0,0,0,0,0,97,96,1980,5,21,1980,290271960,1,0,0,2
Star Wars: Episode VI - Return of the Jedi,Mark Hamill,Harrison Ford,Carrie Fisher,135,32500000,8.1,82471,13.5,28.0,73.5,1,0,0,0,0,0,95,78,1983,5,25,1983,309205079,1,0,0,2
Stargate,Kurt Russell,James Spader,Jaye Davidson,130,55000000,6.4,17520,13.5,48.0,23.5,1,0,0,0,0,0,74,48,1994,10,28,1994,71565669,1,0,0,4
Starship Troopers,Casper Van Dien,Dina Meyer,Denise Richards,129,97500000,6.7,32618,13.5,38.0,53.5,1,0,0,0,0,0,69,63,1997,11,7,1997,54768952,0,1,0,4
Starsky & Hutch,Ben Stiller,Owen Wilson,Snoop Dogg,101,60000000,6.3,13529,13.5,68.0,23.5,1,0,1,0,0,0,50,63,2004,3,5,2004,88200225,1,0,0,4
The Statement,Michael Caine,Tilda Swinton,Jeremy Northam,120,25000000,6.1,710,13.5,68.0,23.5,0,0,0,1,0,0,36,24,2003,12,12,2003,765637,0,1,0,4
Stealing Harvard,Seymour Cassel,Dennis Farina,Richard Jenkins,82,25000000,4.7,2547,13.5,58.0,13.5,0,0,1,1,0,0,40,9,2002,9,13,2002,13973532,1,0,0,4
Steamboy,Anne Suzuki,Manami Konishi,Katsuo Nakamura,126,20000000,6.6,529,13.5,48.0,33.5,1,1,0,1,0,0,68,60,2004,3,18,2005,468867,1,0,0,4
Steel,Shaquille O'Neal,Annabeth Gish,Judd Nelson,97,16000000,2.6,1607,73.5,18.0,13.5,1,0,0,0,0,0,17,12,1997,8,15,1997,1686429,1,0,0,4
The Stepford Wives,Nicole Kidman,Matthew Broderick,Bette Midler,93,95000000,5.3,7773,13.5,68.0,13.5,0,0,1,1,0,0,30,26,2004,6,11,2004,59475623,1,0,1,4
Stepmom,Julia Roberts,Susan Sarandon,Ed Harris,124,50000000,6.1,7470,13.5,58.0,23.5,0,0,1,1,0,0,75,44,1998,12,25,1998,91137662,1,0,1,4
Stigmata,Patricia Arquette,Gabriel Byrne,Jonathan Pryce,103,32000000,6.0,14062,13.5,58.0,23.5,0,0,0,1,0,0,64,22,1999,9,10,1999,50041732,0,1,0,4
